Year,Month,Day,Temp_Max[?øC],Temp_Mean[?øC],Temp_Min[?øC],Weather Category,,Emirate
2021,5,22,47.2,36.3,26,Sunny and Hot,,Abu Dhabi
2022,8,28,43.6,35.2,29.2,Sunny and Hot,,Abu Dhabi
2019,2,26,25.2,20.7,17.3,Sunny and Warm,,Abu Dhabi
2022,7,8,40,35,32.2,Sunny and Hot,,Abu Dhabi
2022,5,11,36.1,29.9,22.8,Sunny and Warm,,Abu Dhabi
2021,3,19,39.3,29.7,22,Sunny and Warm,,Abu Dhabi
2022,12,8,30.6,24.6,19,Sunny and Warm,,Abu Dhabi
2019,9,25,40.9,33.8,30.2,Sunny and Hot,,Abu Dhabi
2021,10,30,36.7,29.3,22.4,Sunny and Warm,,Abu Dhabi
2019,3,29,32.2,24.6,19,Sunny and Warm,,Abu Dhabi
2018,3,14,30,24.2,19.9,Sunny and Warm,,Abu Dhabi
2019,1,20,22,18.6,15.8,Cold and Cloudy,,Abu Dhabi
2021,2,20,28.2,22.9,18.9,Sunny and Warm,,Abu Dhabi
2018,7,17,43.7,37,30.5,Sunny and Hot,,Abu Dhabi
2021,9,4,45.3,36.4,28.6,Sunny and Hot,,Abu Dhabi
2019,1,19,22,19,16,Cold and Cloudy,,Abu Dhabi
2021,10,31,36.3,29.3,22.3,Sunny and Warm,,Abu Dhabi
2021,2,13,27.1,20.9,15.3,Sunny and Warm,,Abu Dhabi
2022,5,28,40,33.1,27.8,Sunny and Hot,,Abu Dhabi
2019,11,5,33.4,27.7,22,Sunny and Warm,,Abu Dhabi
2021,12,9,30.9,22.5,14.7,Sunny and Warm,,Abu Dhabi
2021,9,6,45.5,35.5,27.3,Sunny and Hot,,Abu Dhabi
2021,10,25,37.7,29.1,22.1,Sunny and Warm,,Abu Dhabi
2021,3,2,35.6,26.8,17.7,Sunny and Warm,,Abu Dhabi
2020,2,7,28.4,20.4,15.4,Sunny and Warm,,Abu Dhabi
2020,12,22,25.8,20.6,15,Sunny and Warm,,Abu Dhabi
2018,10,3,41.8,32.3,25.2,Sunny and Hot,,Abu Dhabi
2021,6,10,42.7,34.6,27.8,Sunny and Hot,,Abu Dhabi
2023,2,2,28.8,22.4,16.7,Sunny and Warm,,Abu Dhabi
2019,1,19,22,19,16,Cold and Cloudy,,Abu Dhabi
2020,9,16,41.7,33.9,26.2,Sunny and Hot,,Abu Dhabi
2020,11,6,34.9,27.2,20.1,Sunny and Warm,,Abu Dhabi
2018,12,12,27.7,23.1,18.9,Sunny and Warm,,Abu Dhabi
2019,9,12,43,35.5,31.1,Sunny and Hot,,Abu Dhabi
2022,9,27,40.7,33.2,29.2,Sunny and Hot,,Abu Dhabi
2019,10,31,39.4,30,22.7,Sunny and Hot,,Abu Dhabi
2021,10,16,40.1,31.4,25.4,Sunny and Hot,,Abu Dhabi
2020,3,25,26.9,20.8,14.7,Sunny and Warm,,Abu Dhabi
2019,6,4,46.2,36,27.1,Sunny and Hot,,Abu Dhabi
2018,6,25,38.9,33.7,27.3,Sunny and Hot,,Abu Dhabi
2022,6,10,44,36.9,30.8,Sunny and Hot,,Abu Dhabi
2020,12,29,25.5,19.5,13,Cold and Cloudy,,Abu Dhabi
2021,7,18,41.5,35.5,31.7,Sunny and Hot,,Abu Dhabi
2020,11,25,31,23.7,17,Sunny and Warm,,Abu Dhabi
2018,12,8,28.4,23,18.6,Sunny and Warm,,Abu Dhabi
2019,4,20,41.8,32.5,25,Sunny and Hot,,Abu Dhabi
2018,1,22,24.9,19.7,15.8,Cold and Cloudy,,Abu Dhabi
2019,10,6,39.4,32.6,27.6,Sunny and Hot,,Abu Dhabi
2022,5,7,44.2,36,29.9,Sunny and Hot,,Abu Dhabi
2018,8,14,43.6,36.1,31.9,Sunny and Hot,,Abu Dhabi
2019,11,16,30.2,23.9,17.9,Sunny and Warm,,Abu Dhabi
2020,2,17,33.2,21.7,12.9,Sunny and Warm,,Abu Dhabi
2018,9,14,42.1,33.7,25.3,Sunny and Hot,,Abu Dhabi
2019,12,13,28.5,22.6,17.2,Sunny and Warm,,Abu Dhabi
2021,7,27,47.4,38.9,33.1,Sunny and Hot,,Abu Dhabi
2019,9,12,43,35.5,31.1,Sunny and Hot,,Abu Dhabi
2020,5,18,44.1,33.8,26.1,Sunny and Hot,,Abu Dhabi
2022,1,1,25.8,21.3,17.5,Sunny and Warm,,Abu Dhabi
2020,12,3,30.7,23.5,17.1,Sunny and Warm,,Abu Dhabi
2018,6,10,40.3,35.6,31.3,Sunny and Hot,,Abu Dhabi
2020,2,19,33.1,22.6,14.6,Sunny and Warm,,Abu Dhabi
2021,12,18,28.6,22,16.1,Sunny and Warm,,Abu Dhabi
2019,11,8,35.5,28,21.7,Sunny and Warm,,Abu Dhabi
2021,11,20,31.5,25.2,19.3,Sunny and Warm,,Abu Dhabi
2019,3,21,32.5,22.2,15,Sunny and Warm,,Abu Dhabi
2021,2,20,28.2,22.9,18.9,Sunny and Warm,,Abu Dhabi
2022,2,17,25.3,19.5,12.5,Cold and Cloudy,,Abu Dhabi
2020,10,14,38.6,31.5,26.9,Sunny and Hot,,Abu Dhabi
2018,3,13,33.2,25.9,20.4,Sunny and Warm,,Abu Dhabi
2018,2,20,26.8,21.7,17,Sunny and Warm,,Abu Dhabi
2022,11,7,34.6,28.4,22.6,Sunny and Warm,,Abu Dhabi
2019,9,28,40.9,34.1,29.1,Sunny and Hot,,Abu Dhabi
2021,1,9,25.3,17.5,9.1,Cold and Cloudy,,Abu Dhabi
2020,10,18,38.4,28.8,19.7,Sunny and Warm,,Abu Dhabi
2022,12,19,27.9,22.3,17.6,Sunny and Warm,,Abu Dhabi
2020,5,13,34.6,30.4,26.1,Sunny and Hot,,Abu Dhabi
2019,3,30,32,25.3,17.8,Sunny and Warm,,Abu Dhabi
2021,9,12,46,37.3,31.5,Sunny and Hot,,Abu Dhabi
2021,10,31,36.3,29.3,22.3,Sunny and Warm,,Abu Dhabi
2020,9,28,42.7,33,25.6,Sunny and Hot,,Abu Dhabi
2020,8,24,45.1,37.5,33.2,Sunny and Hot,,Abu Dhabi
2018,9,22,42.8,34,28.5,Sunny and Hot,,Abu Dhabi
2019,6,20,40,34.5,31.6,Sunny and Hot,,Abu Dhabi
2022,3,18,25.6,21.6,19.1,Sunny and Warm,,Abu Dhabi
2022,11,14,33.2,28.4,22.9,Sunny and Warm,,Abu Dhabi
2022,6,27,41.9,35.4,30.6,Sunny and Hot,,Abu Dhabi
2018,2,15,33.8,24.6,19.3,Sunny and Warm,,Abu Dhabi
2021,9,26,40.5,33.9,26.6,Sunny and Hot,,Abu Dhabi
2020,4,2,35.3,25.4,17,Sunny and Warm,,Abu Dhabi
2021,5,25,48.3,38,29.3,Sunny and Hot,,Abu Dhabi
2019,6,3,43.1,33.2,24.8,Sunny and Hot,,Abu Dhabi
2019,11,13,30.9,23.5,15.1,Sunny and Warm,,Abu Dhabi
2018,5,9,45.9,35.4,26.1,Sunny and Hot,,Abu Dhabi
2019,12,12,27.4,23.5,19.9,Sunny and Warm,,Abu Dhabi
2018,12,19,26.8,21,14.6,Sunny and Warm,,Abu Dhabi
2019,7,17,43.9,35.2,27.4,Sunny and Hot,,Abu Dhabi
2020,6,2,44.4,37.2,31.8,Sunny and Hot,,Abu Dhabi
2019,7,16,42.1,35.5,30.1,Sunny and Hot,,Abu Dhabi
2018,10,5,40.7,31.6,23.2,Sunny and Hot,,Abu Dhabi
2018,6,30,48.6,39.3,33.1,Sunny and Hot,,Abu Dhabi
2021,11,13,32.8,26.4,19.9,Sunny and Warm,,Abu Dhabi
2019,4,29,35.6,28.6,22.4,Sunny and Warm,,Abu Dhabi
2022,4,18,33,28.5,24.6,Sunny and Warm,,Abu Dhabi
2020,7,11,48.8,39.5,32.4,Sunny and Hot,,Abu Dhabi
2022,12,15,30.4,23.3,17.6,Sunny and Warm,,Abu Dhabi
2021,1,12,24.7,18,10.7,Cold and Cloudy,,Abu Dhabi
2018,8,14,43.6,36.1,31.9,Sunny and Hot,,Abu Dhabi
2022,7,19,42.9,38.2,33.9,Sunny and Hot,,Abu Dhabi
2018,12,31,29.1,20.9,14.3,Sunny and Warm,,Abu Dhabi
2018,11,16,36,28.8,24.4,Sunny and Warm,,Abu Dhabi
2019,9,30,42.8,35,28.5,Sunny and Hot,,Abu Dhabi
2021,6,30,44.8,37.9,31.3,Sunny and Hot,,Abu Dhabi
2022,3,20,29.7,22.5,15.6,Sunny and Warm,,Abu Dhabi
2021,3,15,31.4,23,17.6,Sunny and Warm,,Abu Dhabi
2023,1,28,22.1,18.5,15.2,Cold and Cloudy,,Abu Dhabi
2020,9,7,44.4,35.1,28.3,Sunny and Hot,,Abu Dhabi
2018,9,5,47.4,39.6,33.2,Sunny and Hot,,Abu Dhabi
2019,1,6,28.4,20.5,14.7,Sunny and Warm,,Abu Dhabi
2022,3,30,30.1,23.3,17,Sunny and Warm,,Abu Dhabi
2022,11,12,36.9,28.8,22.8,Sunny and Warm,,Abu Dhabi
2022,9,17,40.5,34.8,29,Sunny and Hot,,Abu Dhabi
2018,2,6,24.3,15.7,8,Cold and Cloudy,,Abu Dhabi
2022,11,5,35.1,28.2,22.4,Sunny and Warm,,Abu Dhabi
2022,4,26,41.6,31.8,25.8,Sunny and Hot,,Abu Dhabi
2021,4,14,39.9,32.6,25.4,Sunny and Hot,,Abu Dhabi
2019,5,24,40,32,24.9,Sunny and Hot,,Abu Dhabi
2019,2,3,26.5,21.5,18.9,Sunny and Warm,,Abu Dhabi
2019,3,17,35,27.6,22.3,Sunny and Warm,,Abu Dhabi
2020,3,22,31.7,25.7,21.4,Sunny and Warm,,Abu Dhabi
2019,2,14,25,18.8,12,Cold and Cloudy,,Abu Dhabi
2019,10,7,38.2,33.2,29.8,Sunny and Hot,,Abu Dhabi
2022,12,4,30.6,24.5,18.2,Sunny and Warm,,Abu Dhabi
2022,7,25,47.7,38,32.8,Sunny and Hot,,Abu Dhabi
2021,1,28,28.4,19.2,11.1,Cold and Cloudy,,Abu Dhabi
2020,8,21,44.9,37.2,33.5,Sunny and Hot,,Abu Dhabi
2020,4,5,36.5,29.5,24.2,Sunny and Warm,,Abu Dhabi
2020,7,25,43.1,37,32.5,Sunny and Hot,,Abu Dhabi
2021,6,19,43.4,33.9,28.4,Sunny and Hot,,Abu Dhabi
2022,3,27,28.4,24.4,21.7,Sunny and Warm,,Abu Dhabi
2018,1,8,24.1,19.8,15.7,Cold and Cloudy,,Abu Dhabi
2019,1,2,30.4,21.8,14.8,Sunny and Warm,,Abu Dhabi
2020,5,27,42.6,34.4,28.8,Sunny and Hot,,Abu Dhabi
2018,4,24,41.4,32.9,27,Sunny and Hot,,Abu Dhabi
2020,9,3,44.8,35.7,28.2,Sunny and Hot,,Abu Dhabi
2018,7,17,43.7,37,30.5,Sunny and Hot,,Abu Dhabi
2019,5,19,37.1,31.7,24.6,Sunny and Hot,,Abu Dhabi
2022,2,24,29.7,21.6,16.9,Sunny and Warm,,Abu Dhabi
2020,3,3,26.1,21.7,19,Sunny and Warm,,Abu Dhabi
2022,5,17,39.1,30.5,21.6,Sunny and Hot,,Abu Dhabi
2023,2,4,24.8,21.3,18.6,Sunny and Warm,,Abu Dhabi
2020,10,8,38.8,32.1,25.2,Sunny and Hot,,Abu Dhabi
2020,6,11,47.1,37.2,31.9,Sunny and Hot,,Abu Dhabi
2019,5,8,40.8,31.7,24.3,Sunny and Hot,,Abu Dhabi
2019,10,30,40.2,30.5,22.1,Sunny and Hot,,Abu Dhabi
2018,5,27,42.2,35.2,30.1,Sunny and Hot,,Abu Dhabi
2023,2,4,24.8,21.3,18.6,Sunny and Warm,,Abu Dhabi
2019,12,14,30.7,24.3,18.9,Sunny and Warm,,Abu Dhabi
2019,10,1,42.7,34.1,27.2,Sunny and Hot,,Abu Dhabi
2021,12,19,29.5,22.1,15.6,Sunny and Warm,,Abu Dhabi
2019,10,22,37.4,29.4,23.4,Sunny and Warm,,Abu Dhabi
2019,2,18,23.6,20,16.8,Sunny and Warm,,Abu Dhabi
2021,9,30,44.1,34.6,29,Sunny and Hot,,Abu Dhabi
2021,7,22,43.9,37.8,32.1,Sunny and Hot,,Abu Dhabi
2018,4,7,34.7,28.2,22.1,Sunny and Warm,,Abu Dhabi
2022,5,23,46.2,33.5,24.7,Sunny and Hot,,Abu Dhabi
2022,10,20,36.5,29.9,22.2,Sunny and Warm,,Abu Dhabi
2019,8,9,43,36.8,32,Sunny and Hot,,Abu Dhabi
2018,4,2,31.1,26.1,20,Sunny and Warm,,Abu Dhabi
2018,2,24,33.6,27.7,21.9,Sunny and Warm,,Abu Dhabi
2021,8,22,45.6,37.4,32.5,Sunny and Hot,,Abu Dhabi
2020,7,12,49.5,39.5,32.6,Sunny and Hot,,Abu Dhabi
2019,4,18,40.6,30.2,20.3,Sunny and Hot,,Abu Dhabi
2018,3,8,34.7,24.4,15.6,Sunny and Warm,,Abu Dhabi
2021,1,1,27.9,20.1,13.9,Sunny and Warm,,Abu Dhabi
2022,12,4,30.6,24.5,18.2,Sunny and Warm,,Abu Dhabi
2021,10,11,39.7,32.1,25.9,Sunny and Hot,,Abu Dhabi
2019,1,19,22,19,16,Cold and Cloudy,,Abu Dhabi
2018,7,20,44.8,36.6,28.5,Sunny and Hot,,Abu Dhabi
2021,11,19,30.9,26.1,21.8,Sunny and Warm,,Abu Dhabi
2022,9,5,44.6,35.6,28.8,Sunny and Hot,,Abu Dhabi
2019,3,18,25.6,21.8,18.8,Sunny and Warm,,Abu Dhabi
2020,3,1,31.5,22.4,13.4,Sunny and Warm,,Abu Dhabi
2020,1,20,28.1,20,13.7,Sunny and Warm,,Abu Dhabi
2020,6,21,41.1,33.5,29.5,Sunny and Hot,,Abu Dhabi
2019,10,11,39.8,32.5,26.5,Sunny and Hot,,Abu Dhabi
2021,1,10,25.5,17.1,8.9,Cold and Cloudy,,Abu Dhabi
2020,4,8,40,29.3,19,Sunny and Warm,,Abu Dhabi
2020,4,29,39.7,33,27.9,Sunny and Hot,,Abu Dhabi
2020,4,3,40.4,29.2,20.5,Sunny and Warm,,Abu Dhabi
2022,10,15,39,30.3,22.8,Sunny and Hot,,Abu Dhabi
2018,4,17,40.7,32.6,26.2,Sunny and Hot,,Abu Dhabi
2020,12,14,27.4,20.9,13.9,Sunny and Warm,,Abu Dhabi
2018,9,8,44.4,35.1,29.8,Sunny and Hot,,Abu Dhabi
2020,9,20,43.2,33,26.5,Sunny and Hot,,Abu Dhabi
2021,10,13,41.5,32.8,26,Sunny and Hot,,Abu Dhabi
2022,12,16,28.9,23.2,16.8,Sunny and Warm,,Abu Dhabi
2021,11,9,33.3,26.7,20.6,Sunny and Warm,,Abu Dhabi
2021,7,2,45.5,37,29.3,Sunny and Hot,,Abu Dhabi
2023,2,14,35.3,25.7,17.8,Sunny and Warm,,Abu Dhabi
2020,6,7,42.9,34.9,29.9,Sunny and Hot,,Abu Dhabi
2022,1,20,25.9,22,19.4,Sunny and Warm,,Abu Dhabi
2018,12,27,27.4,20.2,14.1,Sunny and Warm,,Abu Dhabi
2020,1,15,21.7,17.2,14,Cold and Cloudy,,Abu Dhabi
2020,9,24,44.9,33.3,23.7,Sunny and Hot,,Abu Dhabi
2022,10,18,39.8,30.8,23.7,Sunny and Hot,,Abu Dhabi
2019,5,20,40.2,31.2,25.7,Sunny and Hot,,Abu Dhabi
2018,9,3,47.4,37.3,28.9,Sunny and Hot,,Abu Dhabi
2019,6,9,44.3,35.2,27.9,Sunny and Hot,,Abu Dhabi
2022,9,28,38.1,33.1,30,Sunny and Hot,,Abu Dhabi
2021,9,26,40.5,33.9,26.6,Sunny and Hot,,Abu Dhabi
2020,5,4,39.1,32.1,28.1,Sunny and Hot,,Abu Dhabi
2021,2,18,34.4,25.4,16.8,Sunny and Warm,,Abu Dhabi
2020,7,4,46.8,37.9,30.5,Sunny and Hot,,Abu Dhabi
2021,12,27,26.5,22.8,20.6,Sunny and Warm,,Abu Dhabi
2022,8,20,48.9,37.9,29.7,Sunny and Hot,,Abu Dhabi
2021,5,29,43.4,34,25.9,Sunny and Hot,,Abu Dhabi
2021,12,16,29.4,21.9,15.5,Sunny and Warm,,Abu Dhabi
2021,2,10,27.7,22,17.7,Sunny and Warm,,Abu Dhabi
2020,2,10,29.5,22.8,17.9,Sunny and Warm,,Abu Dhabi
2022,12,20,29,22.9,16.6,Sunny and Warm,,Abu Dhabi
2021,12,10,29,22,15.9,Sunny and Warm,,Abu Dhabi
2021,12,31,28.9,22.8,18.6,Sunny and Warm,,Abu Dhabi
2021,4,17,33.5,27.4,21.4,Sunny and Warm,,Abu Dhabi
2019,8,4,44.9,36.4,31.2,Sunny and Hot,,Abu Dhabi
2023,1,23,25.4,19.7,16.3,Cold and Cloudy,,Abu Dhabi
2018,1,31,22.3,18.7,16.3,Cold and Cloudy,,Abu Dhabi
2019,10,9,38.8,32.1,26.6,Sunny and Hot,,Abu Dhabi
2020,12,14,27.4,20.9,13.9,Sunny and Warm,,Abu Dhabi
2019,5,22,37.1,31.6,25.9,Sunny and Hot,,Abu Dhabi
2022,1,22,21.8,18.6,16.9,Cold and Cloudy,,Abu Dhabi
2021,2,22,30.5,23.9,20.2,Sunny and Warm,,Abu Dhabi
2020,6,20,41.8,33.5,28,Sunny and Hot,,Abu Dhabi
2021,2,26,25.4,21.9,18.7,Sunny and Warm,,Abu Dhabi
2021,1,17,28.9,18.3,9.7,Cold and Cloudy,,Abu Dhabi
2020,6,1,44.7,37.4,32.3,Sunny and Hot,,Abu Dhabi
2018,3,1,31,24.1,18.4,Sunny and Warm,,Abu Dhabi
2021,11,14,31,27.1,23.7,Sunny and Warm,,Abu Dhabi
2018,12,20,27.2,21,13.2,Sunny and Warm,,Abu Dhabi
2022,4,24,43,31.2,22.3,Sunny and Hot,,Abu Dhabi
2021,6,14,42.3,35,28,Sunny and Hot,,Abu Dhabi
2020,8,28,45.4,38,32.2,Sunny and Hot,,Abu Dhabi
2022,6,26,45,36.2,29.8,Sunny and Hot,,Abu Dhabi
2021,7,26,45.8,39.6,34.7,Sunny and Hot,,Abu Dhabi
2020,3,23,25.6,22.1,19.7,Sunny and Warm,,Abu Dhabi
2018,2,20,26.8,21.7,17,Sunny and Warm,,Abu Dhabi
2021,1,6,26,18.2,10.6,Cold and Cloudy,,Abu Dhabi
2019,9,23,44.5,34.1,26.5,Sunny and Hot,,Abu Dhabi
2018,6,2,47.2,36.6,27.1,Sunny and Hot,,Abu Dhabi
2021,8,27,48.3,37.6,31.5,Sunny and Hot,,Abu Dhabi
2022,1,14,28,20.3,12.8,Sunny and Warm,,Abu Dhabi
2020,3,6,31,20.9,12.3,Sunny and Warm,,Abu Dhabi
2018,2,5,25.2,17.4,9.3,Cold and Cloudy,,Abu Dhabi
2019,6,3,43.1,33.2,24.8,Sunny and Hot,,Abu Dhabi
2019,7,6,42.2,35.9,31.2,Sunny and Hot,,Abu Dhabi
2019,7,9,42.3,36.5,31.4,Sunny and Hot,,Abu Dhabi
2021,8,4,46.9,37.8,30.1,Sunny and Hot,,Abu Dhabi
2019,5,18,40.2,34,28.8,Sunny and Hot,,Abu Dhabi
2023,1,29,23.6,18.2,12.4,Cold and Cloudy,,Abu Dhabi
2019,6,6,47.2,36.7,29.3,Sunny and Hot,,Abu Dhabi
2021,7,10,48.6,39,31.1,Sunny and Hot,,Abu Dhabi
2020,6,28,45.3,36.4,32.1,Sunny and Hot,,Abu Dhabi
2018,11,12,32.8,27,21.4,Sunny and Warm,,Abu Dhabi
2018,9,11,43.3,35.4,29.8,Sunny and Hot,,Abu Dhabi
2021,4,21,41.8,30.3,19.9,Sunny and Hot,,Abu Dhabi
2021,6,6,50,35.9,28.1,Sunny and Hot,,Abu Dhabi
2021,10,25,37.7,29.1,22.1,Sunny and Warm,,Abu Dhabi
2018,7,5,48.9,38.2,31,Sunny and Hot,,Abu Dhabi
2018,10,2,41.9,33.1,25.5,Sunny and Hot,,Abu Dhabi
2018,4,21,38,27.4,18.8,Sunny and Warm,,Abu Dhabi
2018,7,18,42.6,36.4,30.2,Sunny and Hot,,Abu Dhabi
2021,5,28,41.8,33.2,25.5,Sunny and Hot,,Abu Dhabi
2019,4,26,30.4,24.1,17.2,Sunny and Warm,,Abu Dhabi
2020,7,22,45.4,38.1,33.9,Sunny and Hot,,Abu Dhabi
2022,3,6,32.4,24.7,18,Sunny and Warm,,Abu Dhabi
2020,6,3,43.1,36.1,29.8,Sunny and Hot,,Abu Dhabi
2019,11,6,34,28.1,22.6,Sunny and Warm,,Abu Dhabi
2018,9,17,44.5,36.2,29,Sunny and Hot,,Abu Dhabi
2020,2,15,24.5,18,11.1,Cold and Cloudy,,Abu Dhabi
2021,10,27,35.9,28.9,22.5,Sunny and Warm,,Abu Dhabi
2020,6,3,43.1,36.1,29.8,Sunny and Hot,,Abu Dhabi
2019,10,23,37.8,30.2,24.8,Sunny and Hot,,Abu Dhabi
2020,3,4,25.4,20.5,15.8,Sunny and Warm,,Abu Dhabi
2019,6,20,40,34.5,31.6,Sunny and Hot,,Abu Dhabi
2019,11,19,31.1,25.7,19.9,Sunny and Warm,,Abu Dhabi
2021,1,8,24.9,18.3,12.7,Cold and Cloudy,,Abu Dhabi
2018,2,7,25.5,16.2,9.1,Cold and Cloudy,,Abu Dhabi
2022,6,8,48.6,36.9,28.9,Sunny and Hot,,Abu Dhabi
2018,11,9,34.6,27.4,20.8,Sunny and Warm,,Abu Dhabi
2021,6,23,48.9,39.2,32.3,Sunny and Hot,,Abu Dhabi
2019,11,29,28.6,22.2,16.2,Sunny and Warm,,Abu Dhabi
2020,4,25,43,33.1,23.3,Sunny and Hot,,Abu Dhabi
2018,2,10,25.2,17.7,11.9,Cold and Cloudy,,Abu Dhabi
2019,12,1,29.6,23.9,18,Sunny and Warm,,Abu Dhabi
2020,10,17,37.9,28.5,19.9,Sunny and Warm,,Abu Dhabi
2020,8,26,40.9,35.5,30.8,Sunny and Hot,,Abu Dhabi
2022,3,28,27.2,23,20.2,Sunny and Warm,,Abu Dhabi
2021,9,29,42.1,34.8,31.1,Sunny and Hot,,Abu Dhabi
2021,10,12,42.7,32.9,25.3,Sunny and Hot,,Abu Dhabi
2021,1,4,25.4,17.8,9.3,Cold and Cloudy,,Abu Dhabi
2020,6,8,44,35.2,28.3,Sunny and Hot,,Abu Dhabi
2021,3,4,36.6,26.7,18.6,Sunny and Warm,,Abu Dhabi
2020,2,10,29.5,22.8,17.9,Sunny and Warm,,Abu Dhabi
2019,12,28,26.6,18.7,11.8,Cold and Cloudy,,Abu Dhabi
2021,5,12,41.7,31.8,23.3,Sunny and Hot,,Abu Dhabi
2020,12,2,32.6,23.8,16.7,Sunny and Warm,,Abu Dhabi
2021,8,10,48.9,39.8,33.4,Sunny and Hot,,Abu Dhabi
2018,2,4,24.3,18.6,13.7,Cold and Cloudy,,Abu Dhabi
2020,5,3,42.4,33.7,28.5,Sunny and Hot,,Abu Dhabi
2021,1,6,26,18.2,10.6,Cold and Cloudy,,Abu Dhabi
2023,2,3,29.1,22.5,18,Sunny and Warm,,Abu Dhabi
2022,3,12,40.7,29.8,21.7,Sunny and Warm,,Abu Dhabi
2021,6,19,43.4,33.9,28.4,Sunny and Hot,,Abu Dhabi
2020,10,30,36.5,27,18.1,Sunny and Warm,,Abu Dhabi
2023,2,15,34.3,25.6,17.6,Sunny and Warm,,Abu Dhabi
2021,7,26,45.8,39.6,34.7,Sunny and Hot,,Abu Dhabi
2023,2,7,33.8,25,17.5,Sunny and Warm,,Abu Dhabi
2018,10,18,35.9,30.4,25,Sunny and Hot,,Abu Dhabi
2020,6,27,46.2,37.4,32.3,Sunny and Hot,,Abu Dhabi
2019,12,24,26.1,19.5,13.4,Cold and Cloudy,,Abu Dhabi
2022,12,6,33,25.1,18.4,Sunny and Warm,,Abu Dhabi
2018,5,8,44.2,32.9,24.8,Sunny and Hot,,Abu Dhabi
2021,11,27,33,25.3,18.5,Sunny and Warm,,Abu Dhabi
2018,10,5,40.7,31.6,23.2,Sunny and Hot,,Abu Dhabi
2018,12,26,26.9,18.8,11.2,Cold and Cloudy,,Abu Dhabi
2023,1,29,23.6,18.2,12.4,Cold and Cloudy,,Abu Dhabi
2020,6,2,44.4,37.2,31.8,Sunny and Hot,,Abu Dhabi
2018,3,12,33.3,26.9,21.5,Sunny and Warm,,Abu Dhabi
2018,6,18,43,34.6,25.1,Sunny and Hot,,Abu Dhabi
2020,3,2,33.1,23.8,17,Sunny and Warm,,Abu Dhabi
2019,3,24,36.3,30.2,24,Sunny and Hot,,Abu Dhabi
2018,5,16,40.8,33.1,28.2,Sunny and Hot,,Abu Dhabi
2022,1,7,24.9,18.6,12,Cold and Cloudy,,Abu Dhabi
2021,7,22,43.9,37.8,32.1,Sunny and Hot,,Abu Dhabi
2018,1,28,25.8,19.3,13.3,Cold and Cloudy,,Abu Dhabi
2022,8,2,46.1,39.3,34.1,Sunny and Hot,,Abu Dhabi
2019,9,8,44,36,30.1,Sunny and Hot,,Abu Dhabi
2018,5,30,43.6,35.4,28.7,Sunny and Hot,,Abu Dhabi
2020,7,13,49.1,40.5,34.2,Sunny and Hot,,Abu Dhabi
2018,9,15,46.7,37.1,29.9,Sunny and Hot,,Abu Dhabi
2018,7,20,44.8,36.6,28.5,Sunny and Hot,,Abu Dhabi
2019,1,2,30.4,21.8,14.8,Sunny and Warm,,Abu Dhabi
2021,1,17,28.9,18.3,9.7,Cold and Cloudy,,Abu Dhabi
2021,12,14,29.5,21.8,13.9,Sunny and Warm,,Abu Dhabi
2018,9,25,41,34.1,28.9,Sunny and Hot,,Abu Dhabi
2018,5,22,43.3,34.1,26.9,Sunny and Hot,,Abu Dhabi
2020,12,25,25.6,19.4,12.4,Cold and Cloudy,,Abu Dhabi
2018,10,10,41.3,32.8,25.9,Sunny and Hot,,Abu Dhabi
2018,7,5,48.9,38.2,31,Sunny and Hot,,Abu Dhabi
2019,10,19,38.3,30.4,24.6,Sunny and Hot,,Abu Dhabi
2021,11,3,36.2,29,24.1,Sunny and Warm,,Abu Dhabi
2020,8,21,44.9,37.2,33.5,Sunny and Hot,,Abu Dhabi
2020,8,27,44.8,37.6,33.7,Sunny and Hot,,Abu Dhabi
2018,2,27,32.8,24.6,20.1,Sunny and Warm,,Abu Dhabi
2021,3,26,40.7,31.2,22.9,Sunny and Hot,,Abu Dhabi
2018,1,23,24.8,17.8,11.3,Cold and Cloudy,,Abu Dhabi
2020,11,23,30.3,24.6,18.6,Sunny and Warm,,Abu Dhabi
2022,7,29,41.6,34.9,30.1,Sunny and Hot,,Abu Dhabi
2019,7,9,42.3,36.5,31.4,Sunny and Hot,,Abu Dhabi
2021,6,14,42.3,35,28,Sunny and Hot,,Abu Dhabi
2020,9,5,44.7,36,28.2,Sunny and Hot,,Abu Dhabi
2022,1,21,20.5,18.8,16.5,Cold and Cloudy,,Abu Dhabi
2019,4,15,32.6,25.6,19.7,Sunny and Warm,,Abu Dhabi
2021,4,3,42.3,29.4,20.2,Sunny and Warm,,Abu Dhabi
2021,12,12,27.7,22.8,18.3,Sunny and Warm,,Abu Dhabi
2019,1,24,27.9,19,11.8,Cold and Cloudy,,Abu Dhabi
2018,9,30,41,33.2,27.2,Sunny and Hot,,Abu Dhabi
2021,1,21,26.7,18.6,12.5,Cold and Cloudy,,Abu Dhabi
2021,2,15,29.3,19.4,11.1,Cold and Cloudy,,Abu Dhabi
2018,5,24,44,33.9,26.2,Sunny and Hot,,Abu Dhabi
2021,12,31,28.9,22.8,18.6,Sunny and Warm,,Abu Dhabi
2018,8,8,44,36.6,31.5,Sunny and Hot,,Abu Dhabi
2018,7,18,42.6,36.4,30.2,Sunny and Hot,,Abu Dhabi
